duplicate_group_id,dataset_name,sequence_name,file_path,duplicate_type,similarity_score,recommended_keep,recommended_action,review_status
DUP_01673,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-02922.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01673,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-02927.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01674,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-02927.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01674,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-02938.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01675,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-02938.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01675,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03058.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01676,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03058.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.984375,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01676,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03086.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.984375,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01677,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03264.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01677,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03330.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01678,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03330.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01678,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03364.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01679,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03364.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01679,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03367.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01680,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03689.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01680,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03841.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01681,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03841.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01681,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03852.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01682,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03884.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01682,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03886.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01683,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03886.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01683,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03898.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01684,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03944.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01684,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03980.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01685,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-03980.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01685,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04095.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01686,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04095.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01686,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04135.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01687,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04135.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01687,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04146.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01688,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04146.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01688,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04154.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01689,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04154.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01689,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04226.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01690,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04226.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01690,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04349.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01691,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04349.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01691,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04414.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01692,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04414.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01692,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04442.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01693,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04442.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01693,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04477.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01694,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04477.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01694,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04493.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01695,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04620.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01695,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04649.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01696,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04649.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01696,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04697.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01697,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04697.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01697,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04805.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01698,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04805.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01698,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04813.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01699,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04813.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01699,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04868.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01700,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04868.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01700,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04923.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01701,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04923.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01701,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-04925.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01702,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05063.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01702,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05080.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01703,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05220.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01703,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05282.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01704,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05282.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01704,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05293.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01705,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05293.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01705,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05342.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01706,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05474.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01706,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05499.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01707,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05499.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01707,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05529.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01708,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05529.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01708,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05539.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01709,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05539.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01709,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05683.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01710,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05683.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01710,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05702.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01711,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05702.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01711,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05714.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01712,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05714.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01712,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05750.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01713,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05750.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01713,AAU RainSnow,Egensevej-2,Egensevej/Egensevej-2/cam1-05831.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01714,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00161.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01714,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00171.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01715,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00549.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01715,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00665.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01716,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00792.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01716,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00799.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01717,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00799.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01717,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00822.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01718,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00822.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01718,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00838.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01719,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00838.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01719,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-00862.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01720,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-01394.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01720,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-01413.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01721,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-01801.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01721,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-01802.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,1.0,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01722,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-02042.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01722,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-02046.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01723,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-02683.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01723,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-02694.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01724,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-02865.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01724,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-02963.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01725,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-03488.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01725,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-03502.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.953125,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01726,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-03619.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01726,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-03628.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01727,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04018.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01727,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04027.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01728,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04244.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01728,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04246.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01729,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04246.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.984375,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01729,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04249.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.984375,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01730,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04653.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,TRUE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
DUP_01730,AAU RainSnow,Egensevej-3,Egensevej/Egensevej-3/cam1-04664.png,NEAR_DUPLICATE_PHASH_CONSECUTIVE,0.96875,FALSE,TEMPORAL_DOWNSAMPLE_AFTER_REVIEW,PENDING
